"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X2ndFlrSF","LowQualFinSF","GrLivArea","BedroomAbvGr","KitchenAbvGr","Functional","GarageFinish","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleCondition","SalePrice","have_Garage","Fireplaces_present","pool_present","FullBath_total","HalfBath_total"
1207,20,"RH",67.2751102226461,8900,4,TRUE,"Inside",TRUE,"SawyerW","Norm","1Fam","1Story",4,4,1966,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,1,3,1,0,1056,3,0,0,1056,2,1,7,1,384,"Y",0,42,0,TRUE,"None",0,11,2006,TRUE,107000,TRUE,FALSE,FALSE,2,0
1208,20,"RL",70,9135,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",6,5,2003,FALSE,"VinylSd","VinylSd","BrkFace",120,3,"PConc",3,2,3,6,1,1342,1682,5,0,0,1700,3,1,7,2,544,"Y",192,23,0,FALSE,"None",0,5,2006,TRUE,200000,TRUE,FALSE,FALSE,3,0
1209,20,"RL",70,7763,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,7,1980,FALSE,"MetalSd","MetalSd","None",0,4,"CBlock",2,2,1,3,4,319,931,3,0,0,1283,3,1,7,1,506,"Y",0,0,0,FALSE,"None",0,10,2008,TRUE,140000,TRUE,FALSE,FALSE,2,0
1210,20,"RL",85,10182,3,TRUE,"Other",TRUE,"Somerst","NR","1Fam","1Story",8,5,2006,TRUE,"VinylSd","VinylSd","Stone",420,3,"PConc",4,2,2,6,1,440,1660,5,0,0,1660,3,1,7,2,500,"Y",322,50,0,FALSE,"None",0,5,2006,FALSE,290000,TRUE,TRUE,FALSE,3,0
1211,60,"RL",70,11218,4,TRUE,"Inside",TRUE,"SawyerW","Norm","1Fam","2Story",6,5,1992,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"PConc",3,2,1,1,1,1055,1055,5,790,0,1845,3,1,7,2,462,"Y",635,104,0,TRUE,"Shed",400,5,2010,TRUE,189000,TRUE,TRUE,FALSE,2,1
1212,50,"RL",152,12134,3,FALSE,"Inside",FALSE,"Gilbert","Norm","1Fam","1.5Fin",8,7,2005,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"Other",3,2,3,6,1,132,559,4,672,0,1752,4,1,7,2,492,"Y",325,12,0,FALSE,"None",0,6,2010,TRUE,164000,TRUE,FALSE,FALSE,2,0
1213,30,"RL",50,9340,4,TRUE,"Inside",TRUE,"Edwards","Norm","1Fam","1Story",4,6,1950,TRUE,"MetalSd","MetalSd","None",0,3,"CBlock",2,2,1,3,1,328,672,3,0,0,672,2,1,7,1,234,"N",0,113,0,FALSE,"None",0,8,2009,TRUE,113000,TRUE,FALSE,FALSE,2,0
1214,80,"RL",75.0018532132011,10246,3,TRUE,"Other",TRUE,"Sawyer","Norm","1Fam","SLvl",4,9,2001,FALSE,"VinylSd","VinylSd","None",0,4,"CBlock",2,3,3,6,1,0,648,5,0,0,960,0,1,7,1,364,"Y",88,0,0,FALSE,"None",0,5,2006,TRUE,145000,TRUE,FALSE,FALSE,1,1
1215,80,"RL",69,10205,3,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","SFoyer",5,5,1962,FALSE,"MetalSd","MetalSd","None",0,3,"CBlock",2,2,3,4,1,141,925,3,0,0,999,3,1,7,1,300,"Y",150,72,0,FALSE,"None",0,5,2006,TRUE,134500,TRUE,FALSE,FALSE,2,0
1216,20,"RL",99,7094,3,TRUE,"Inside",TRUE,"Sawyer","Norm","1Fam","1Story",5,5,1966,FALSE,"VinylSd","VinylSd","None",0,3,"CBlock",2,2,1,3,2,340,894,3,0,0,894,3,1,7,2,384,"Y",0,0,0,TRUE,"None",0,5,2007,TRUE,125000,TRUE,FALSE,FALSE,1,0
1217,90,"RM",68,8930,4,TRUE,"Inside",TRUE,"Sawyer","NR","Duplex","1.5Fin",6,5,1978,FALSE,"VinylSd","VinylSd","None",0,3,"Other",0,0,0,0,0,0,0,3,584,0,1902,4,2,7,1,539,"Y",0,0,0,FALSE,"None",0,4,2010,TRUE,112000,TRUE,FALSE,FALSE,2,0
1218,20,"FV",72,8640,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","1Story",8,5,2009,FALSE,"CemntBd","CmentBd","Stone",72,3,"PConc",3,2,2,6,1,364,1300,5,0,0,1314,3,1,7,2,552,"Y",135,112,0,FALSE,"None",0,9,2009,FALSE,229456,TRUE,FALSE,FALSE,3,0
1219,50,"RM",52,6240,4,TRUE,"Inside",TRUE,"BrkSide","Norm","1Fam","1.5Fin",4,5,1950,FALSE,"AsbShng","AsbShng","None",0,3,"Other",0,0,0,0,0,0,0,4,240,0,912,2,1,7,0,0,"N",0,0,0,FALSE,"None",0,7,2006,TRUE,80500,FALSE,FALSE,FALSE,1,0
1220,160,"RM",21,1680,4,TRUE,"Inside",TRUE,"BrDale","Norm","Twnhs","2Story",6,5,1971,FALSE,"CemntBd","CmentBd","BrkFace",236,3,"CBlock",2,2,1,1,1,672,672,3,546,0,1218,3,1,7,0,0,"N",201,0,0,FALSE,"None",0,4,2006,FALSE,91500,FALSE,FALSE,FALSE,1,1
1221,20,"RL",66,7800,3,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,5,1964,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,1,3,2,0,912,3,0,0,912,2,1,7,1,288,"Y",0,0,0,FALSE,"None",0,11,2006,FALSE,115000,TRUE,FALSE,FALSE,1,0
1222,20,"RL",55,8250,4,TRUE,"Inside",TRUE,"Sawyer","Feedr","1Fam","1Story",5,5,1968,TRUE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,1,4,2,210,952,5,0,0,1211,3,1,7,1,322,"Y",0,63,0,FALSE,"None",0,8,2008,TRUE,134000,TRUE,TRUE,FALSE,1,0
1223,50,"RL",78,10496,4,TRUE,"Inside",TRUE,"NAmes","Artery","1Fam","1.5Fin",6,6,1950,FALSE,"Wd Sdng","Wd Sdng","BrkFace",320,3,"CBlock",2,2,2,3,1,844,1040,5,678,0,1846,3,1,7,1,315,"Y",0,0,0,TRUE,"None",0,1,2007,TRUE,143000,TRUE,TRUE,FALSE,2,0
1224,20,"RL",89,10680,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,3,1951,TRUE,"Wd Sdng","Wd Sdng","BrkFace",44,3,"CBlock",2,1,1,2,1,1380,2136,3,0,0,2136,4,1,4,1,528,"Y",0,30,0,TRUE,"None",0,10,2006,TRUE,137900,TRUE,FALSE,FALSE,2,0
1225,60,"RL",60,15384,3,TRUE,"Inside",TRUE,"Gilbert","NR","1Fam","2Story",7,5,2005,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,3,6,1,64,788,5,702,0,1490,3,1,7,3,388,"Y",100,75,0,FALSE,"None",0,2,2008,TRUE,184000,TRUE,TRUE,FALSE,3,1
1226,80,"RL",65,10482,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","SLvl",6,8,1958,TRUE,"VinylSd","VinylSd","BrkFace",63,4,"CBlock",2,2,3,6,1,81,588,5,0,0,1138,3,1,7,2,264,"Y",224,0,0,TRUE,"None",0,6,2007,TRUE,145000,TRUE,FALSE,FALSE,1,1
1227,60,"RL",86,14598,3,TRUE,"Other",TRUE,"Somerst","Feedr","1Fam","2Story",6,5,2007,FALSE,"VinylSd","VinylSd","Stone",74,3,"PConc",3,2,2,1,1,894,894,5,1039,0,1933,4,1,7,3,668,"Y",100,18,0,FALSE,"None",0,1,2008,TRUE,214000,TRUE,TRUE,FALSE,2,1
1228,20,"RL",72,8872,4,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","1Story",5,8,2008,FALSE,"VinylSd","VinylSd","BrkFace",300,3,"CBlock",2,2,1,5,1,317,912,5,0,0,912,2,1,7,1,576,"Y",0,240,0,FALSE,"None",0,12,2008,TRUE,147000,TRUE,FALSE,FALSE,2,0
1229,120,"RL",65,8769,4,TRUE,"Corner",TRUE,"NridgHt","Norm","TwnhsE","1Story",9,5,2008,TRUE,"MetalSd","MetalSd","BrkFace",766,3,"PConc",4,2,1,6,1,162,1702,5,0,0,1702,1,1,7,3,1052,"Y",0,72,0,FALSE,"None",0,10,2008,FALSE,367294,TRUE,TRUE,FALSE,2,1
1230,80,"RL",70,7910,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","SLvl",5,5,1960,TRUE,"BrkFace","HdBoard","None",0,3,"CBlock",2,2,1,5,1,409,1075,4,0,0,1507,4,1,3,1,404,"Y",0,0,0,TRUE,"None",0,8,2008,TRUE,127000,TRUE,FALSE,FALSE,2,0
1231,90,"RL",83.5336321496711,18890,3,TRUE,"Inside",TRUE,"Sawyer","Feedr","Duplex","1.5Fin",5,5,1977,TRUE,"Plywood","Plywood","None",1,3,"CBlock",3,2,1,6,3,652,1361,5,1259,0,2620,4,2,7,2,600,"N",155,24,145,FALSE,"Gar2",8300,8,2007,TRUE,190000,TRUE,TRUE,FALSE,2,2
1232,90,"RL",70,7728,4,TRUE,"Inside",TRUE,"NAmes","Norm","Duplex","SLvl",5,6,1962,TRUE,"Wd Sdng","Wd Sdng","BrkFace",120,3,"CBlock",2,2,3,5,1,303,1106,3,0,0,1190,3,1,7,1,540,"Y",0,18,0,TRUE,"None",0,5,2006,TRUE,132500,TRUE,FALSE,FALSE,2,0
1233,90,"RL",70,9842,4,TRUE,"Other",TRUE,"NAmes","Norm","Duplex","1Story",4,5,1962,FALSE,"HdBoard","HdBoard","None",0,3,"Other",0,0,0,0,0,0,0,3,0,0,1224,2,2,7,1,462,"Y",0,0,0,FALSE,"None",0,3,2007,TRUE,101800,TRUE,FALSE,FALSE,2,0
1234,20,"RL",76.8910046343491,12160,3,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,5,1959,TRUE,"Plywood","Plywood","BrkFace",180,3,"CBlock",2,2,1,3,1,188,1188,2,0,0,1188,3,1,7,2,531,"Y",0,0,0,TRUE,"None",0,5,2010,FALSE,142000,TRUE,FALSE,FALSE,2,0
1235,70,"RH",55,8525,4,FALSE,"Inside",TRUE,"SWISU","Norm","1Fam","2Story",5,6,1950,FALSE,"MetalSd","MetalSd","None",0,3,"PConc",2,2,3,1,1,940,940,3,940,0,1964,4,1,7,0,0,"N",0,192,0,FALSE,"None",0,11,2008,FALSE,130000,FALSE,FALSE,FALSE,1,1
1236,70,"RL",96,13132,4,TRUE,"Inside",TRUE,"Crawfor","Norm","1Fam","2Story",5,5,1950,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"Other",3,2,2,1,1,747,747,4,892,0,1784,4,1,7,1,180,"N",203,40,0,FALSE,"None",0,7,2006,TRUE,138887,TRUE,FALSE,FALSE,1,1
1237,160,"RL",36,2628,4,TRUE,"Inside",TRUE,"NridgHt","Norm","Twnhs","2Story",7,5,2003,FALSE,"VinylSd","Wd Shng","Stone",106,3,"PConc",3,2,1,1,1,764,764,5,862,0,1626,2,1,7,2,474,"Y",0,27,0,FALSE,"None",0,6,2010,TRUE,175500,TRUE,FALSE,FALSE,2,1
1238,60,"RL",41,12393,2,TRUE,"Other",TRUE,"CollgCr","Norm","1Fam","2Story",7,5,2005,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,847,847,5,1101,0,1948,4,1,7,3,434,"Y",100,48,0,FALSE,"None",0,9,2006,TRUE,195000,TRUE,TRUE,FALSE,2,1
1239,20,"RL",63,13072,4,TRUE,"Inside",TRUE,"SawyerW","NR","1Fam","1Story",6,5,2005,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,1141,1141,5,0,0,1141,3,1,7,1,484,"Y",0,0,0,FALSE,"None",0,3,2006,FALSE,142500,TRUE,FALSE,FALSE,1,1
1240,20,"RL",64,9037,3,FALSE,"Inside",TRUE,"Timber","Norm","1Fam","1Story",8,5,2006,TRUE,"VinylSd","VinylSd","BrkFace",32,3,"PConc",3,2,3,6,1,1048,1476,5,0,0,1484,2,1,7,2,472,"Y",120,33,0,FALSE,"None",0,12,2007,TRUE,265900,TRUE,TRUE,FALSE,2,0
1241,60,"RL",65,8158,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",7,5,2003,FALSE,"VinylSd","VinylSd","BrkFace",252,3,"PConc",3,2,1,6,1,334,884,5,884,0,1768,3,1,7,2,543,"Y",0,63,0,FALSE,"None",0,7,2008,TRUE,224900,TRUE,FALSE,FALSE,3,1
1242,20,"RL",83,9849,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","1Story",7,6,2007,TRUE,"VinylSd","VinylSd","Stone",0,3,"PConc",3,2,3,1,1,1689,1689,5,0,0,1689,3,1,7,2,954,"Y",0,56,0,FALSE,"None",0,6,2007,FALSE,248328,TRUE,FALSE,FALSE,2,0
1243,80,"RL",85,10625,4,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","SFoyer",7,6,1974,FALSE,"Plywood","Plywood","BrkFace",81,3,"CBlock",3,2,4,6,2,0,1053,3,0,0,1173,3,1,7,2,528,"Y",0,120,0,TRUE,"None",0,1,2010,FALSE,170000,TRUE,TRUE,FALSE,3,0
1245,70,"RL",76.1754169748233,11435,3,FALSE,"Corner",FALSE,"Crawfor","Norm","1Fam","2Story",8,7,1950,FALSE,"BrkFace","Stucco","None",0,3,"PConc",3,2,1,1,1,792,792,2,725,0,1517,3,1,7,1,400,"Y",0,0,0,FALSE,"None",0,6,2006,TRUE,230000,TRUE,TRUE,FALSE,1,0
1246,80,"RL",78,12090,4,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","SLvl",6,7,2003,TRUE,"VinylSd","VinylSd","BrkFace",74,3,"CBlock",3,2,1,1,1,585,585,5,728,0,1868,3,1,7,3,477,"Y",268,112,0,FALSE,"None",0,1,2007,FALSE,178000,TRUE,TRUE,FALSE,3,1
1247,60,"FV",65,8125,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","2Story",7,5,2006,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,756,756,5,797,0,1553,3,1,7,2,615,"Y",0,45,0,FALSE,"None",0,3,2006,FALSE,186500,TRUE,FALSE,FALSE,2,1
1248,80,"RL",77.0568235678668,12328,3,TRUE,"Inside",TRUE,"Mitchel","Norm","1Fam","SLvl",6,5,1976,FALSE,"HdBoard","HdBoard","BrkFace",335,3,"CBlock",2,2,3,6,1,473,1012,3,0,0,1034,3,1,7,1,888,"Y",0,0,0,FALSE,"None",0,5,2010,TRUE,169900,TRUE,FALSE,FALSE,2,0
1249,75,"RM",60,9600,4,TRUE,"Inside",TRUE,"OldTown","Norm","1Fam","2.5Unf",6,5,1950,FALSE,"AsbShng","AsbShng","None",0,3,"Other",3,2,1,3,1,416,735,2,924,0,2058,3,1,7,1,396,"P",0,0,259,FALSE,"None",0,4,2008,TRUE,129500,TRUE,TRUE,FALSE,1,1
1250,20,"RL",60,7200,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,7,1950,FALSE,"MetalSd","MetalSd","None",0,3,"CBlock",2,2,1,4,3,246,876,3,0,0,988,3,1,7,1,276,"Y",0,80,0,FALSE,"None",0,5,2007,TRUE,119000,TRUE,FALSE,FALSE,1,0
1251,20,"RL",93,11160,4,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","1Story",7,5,1968,TRUE,"BrkFace","BrkFace","None",0,3,"CBlock",2,2,1,5,1,1045,2110,5,0,0,2110,3,1,7,3,522,"Y",0,0,0,FALSE,"None",0,4,2010,TRUE,244000,TRUE,TRUE,FALSE,3,1
1252,120,"RL",67.9841590625414,3136,3,TRUE,"Corner",TRUE,"NridgHt","Norm","TwnhsE","1Story",7,5,2003,FALSE,"VinylSd","Wd Shng","Stone",163,3,"PConc",3,2,1,1,1,1405,1405,5,0,0,1405,2,1,7,2,478,"Y",148,36,0,FALSE,"None",0,3,2006,TRUE,171750,TRUE,TRUE,FALSE,2,0
1253,20,"RL",62,9858,4,TRUE,"Inside",TRUE,"Mitchel","Norm","1Fam","1Story",5,6,1968,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,1,4,1,354,864,3,0,0,874,3,1,7,2,288,"Y",33,0,0,TRUE,"Shed",600,11,2009,TRUE,130000,TRUE,FALSE,FALSE,2,0
1254,60,"RL",82.2031326116839,17542,3,TRUE,"Inside",TRUE,"Veenker","Norm","1Fam","2Story",7,7,2003,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,4,2,5,36,1192,3,651,0,2167,3,1,7,2,518,"Y",220,47,0,TRUE,"None",0,7,2007,TRUE,294000,TRUE,TRUE,FALSE,3,1
1255,60,"RL",60,6931,4,TRUE,"Inside",TRUE,"Edwards","Norm","1Fam","2Story",7,5,2004,FALSE,"VinylSd","VinylSd","Stone",92,3,"PConc",3,2,1,1,1,746,746,5,896,0,1656,3,1,7,3,397,"Y",178,128,0,FALSE,"None",0,7,2008,TRUE,165400,TRUE,TRUE,FALSE,2,1
1256,50,"RM",52,6240,4,TRUE,"Inside",TRUE,"BrkSide","Norm","1Fam","1.5Fin",6,6,1950,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"Other",2,1,1,2,1,459,884,3,408,0,1367,3,1,7,1,560,"Y",0,0,0,FALSE,"None",0,11,2007,TRUE,127500,TRUE,TRUE,FALSE,1,0
1257,20,"RL",91,14303,3,TRUE,"Corner",TRUE,"NoRidge","Norm","1Fam","1Story",8,5,1994,TRUE,"HdBoard","HdBoard","BrkFace",554,3,"PConc",3,2,4,6,1,672,1986,5,0,0,1987,2,1,7,3,691,"Y",262,36,0,FALSE,"None",0,8,2008,TRUE,301500,TRUE,TRUE,FALSE,3,0
1258,30,"RL",56,4060,4,TRUE,"Corner",TRUE,"Edwards","Feedr","1Fam","1Story",5,8,1950,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"PConc",1,2,1,1,1,864,864,5,0,0,864,2,1,7,0,0,"Y",0,96,0,FALSE,"None",0,7,2009,TRUE,99900,FALSE,FALSE,FALSE,1,0
1259,80,"RL",59,9587,3,TRUE,"Inside",TRUE,"Gilbert","Norm","1Fam","SLvl",7,5,2005,FALSE,"VinylSd","VinylSd","Stone",182,3,"PConc",3,2,4,6,1,201,856,5,0,0,1166,2,1,7,3,400,"Y",212,0,0,FALSE,"None",0,7,2008,TRUE,190000,TRUE,FALSE,FALSE,3,0
1260,20,"RL",65,9750,4,TRUE,"Other",TRUE,"NAmes","Norm","1Fam","1Story",6,8,1969,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",3,2,1,5,2,14,1054,4,0,0,1054,3,1,7,1,460,"Y",180,0,0,FALSE,"None",0,7,2008,TRUE,151000,TRUE,FALSE,FALSE,2,1
1261,60,"RL",129.195543745136,24682,1,TRUE,"Other",TRUE,"Gilbert","NR","1Fam","2Story",6,5,1999,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,841,841,5,783,0,1675,3,1,7,3,502,"Y",0,103,0,FALSE,"None",0,6,2009,TRUE,181000,TRUE,TRUE,FALSE,2,1
1262,20,"RL",80,9600,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,6,1956,TRUE,"MetalSd","MetalSd","None",0,3,"CBlock",2,2,1,3,1,546,1050,4,0,0,1050,2,1,7,1,338,"Y",0,0,0,FALSE,"None",0,6,2009,TRUE,128900,TRUE,FALSE,FALSE,1,0
1263,50,"RL",77.1747620754878,11250,4,TRUE,"Inside",TRUE,"ClearCr","Norm","1Fam","1.5Fin",4,5,1989,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,3,1,1,1104,1104,5,684,0,1788,5,1,5,1,304,"Y",120,0,0,FALSE,"None",0,11,2009,TRUE,161500,TRUE,TRUE,FALSE,2,0
1264,70,"RL",60,13515,4,TRUE,"Inside",TRUE,"BrkSide","Norm","1Fam","2Story",6,6,1950,TRUE,"Wd Sdng","Wd Sdng","None",0,3,"PConc",2,2,1,1,1,764,764,5,764,0,1824,3,1,7,1,520,"N",0,0,126,TRUE,"None",0,7,2007,TRUE,180500,TRUE,TRUE,FALSE,1,0
1265,120,"RH",34,4060,4,TRUE,"Inside",TRUE,"NAmes","Norm","TwnhsE","1Story",6,5,1999,FALSE,"MetalSd","MetalSd","None",0,3,"PConc",3,2,1,6,1,1139,1405,5,0,0,1337,2,1,7,3,511,"Y",144,68,0,FALSE,"None",0,8,2008,FALSE,181000,TRUE,FALSE,FALSE,3,0
1266,160,"FV",35,3735,4,TRUE,"Other",TRUE,"Somerst","Norm","TwnhsE","2Story",7,5,1999,TRUE,"MetalSd","MetalSd","BrkFace",218,3,"PConc",3,2,1,6,1,241,691,5,739,0,1452,3,1,7,1,506,"Y",0,34,0,FALSE,"None",0,3,2006,TRUE,183900,TRUE,FALSE,FALSE,3,1
1267,190,"RM",60,10120,3,FALSE,"Inside",TRUE,"OldTown","Feedr","2fmCon","2.5Unf",7,4,1950,TRUE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,1,1,1,925,925,3,925,0,1889,4,2,7,1,308,"N",0,0,264,TRUE,"None",0,1,2007,TRUE,122000,TRUE,TRUE,FALSE,1,1
1268,20,"RL",89,13214,3,FALSE,"Inside",TRUE,"Timber","Norm","1Fam","1Story",9,5,2009,TRUE,"Stucco","CmentBd","None",0,3,"PConc",4,2,4,1,1,2002,2002,5,0,0,2018,3,1,7,3,746,"Y",144,76,0,FALSE,"None",0,5,2010,TRUE,378500,TRUE,TRUE,FALSE,2,0
1269,50,"RL",78.8058185094939,14100,3,TRUE,"Inside",FALSE,"Crawfor","Norm","1Fam","1.5Fin",8,9,1997,FALSE,"Stucco","Stucco","BrkFace",632,4,"CBlock",2,2,2,3,1,536,728,5,1479,0,3447,4,1,7,1,1014,"Y",314,12,0,TRUE,"None",0,5,2008,TRUE,381000,TRUE,TRUE,FALSE,3,1
1270,50,"RL",78,11344,4,TRUE,"Inside",TRUE,"NAmes","Feedr","1Fam","1.5Fin",5,5,1958,FALSE,"MetalSd","MetalSd","BrkFace",180,3,"CBlock",2,2,1,4,1,414,874,3,650,0,1524,3,1,7,1,315,"Y",0,0,0,TRUE,"None",0,7,2007,TRUE,144000,TRUE,FALSE,FALSE,1,1
1271,50,"RL",129.179528936479,23595,4,FALSE,"Inside",FALSE,"ClearCr","Norm","1Fam","1Story",7,6,1979,TRUE,"Plywood","Plywood","None",0,3,"PConc",3,2,4,6,1,74,1332,3,192,0,1524,0,1,7,3,586,"Y",268,0,0,FALSE,"None",0,4,2010,TRUE,260000,TRUE,TRUE,FALSE,2,1
1272,20,"RL",73.9260041802589,9156,3,TRUE,"Inside",TRUE,"NWAmes","PosN","1Fam","1Story",6,7,1968,TRUE,"BrkFace","BrkFace","None",0,3,"CBlock",2,2,1,1,1,1489,1489,4,0,0,1489,3,1,7,2,462,"Y",0,0,0,FALSE,"None",0,8,2009,TRUE,185750,TRUE,TRUE,FALSE,2,0
1273,20,"RL",78.2392704866418,13526,3,TRUE,"Other",TRUE,"Sawyer","Norm","1Fam","1Story",5,6,1965,TRUE,"HdBoard","Plywood","BrkFace",114,3,"CBlock",2,2,1,4,2,0,935,3,0,0,935,3,1,7,1,288,"Y",180,0,0,TRUE,"None",0,11,2006,TRUE,137000,TRUE,FALSE,FALSE,2,0
1274,80,"RL",124,11512,3,TRUE,"Corner",TRUE,"Edwards","Norm","1Fam","SLvl",6,7,2006,FALSE,"Plywood","Plywood","BrkFace",84,3,"CBlock",2,2,3,5,1,300,1019,4,0,0,1357,2,1,7,2,312,"Y",0,0,0,TRUE,"None",0,5,2008,TRUE,177000,TRUE,TRUE,FALSE,2,0
1275,50,"RL",53,5362,4,TRUE,"Corner",TRUE,"Crawfor","Norm","1Fam","1.5Fin",5,6,2003,FALSE,"Wd Sdng","Wd Shng","None",0,3,"PConc",2,2,1,1,1,661,661,5,589,0,1250,3,1,7,1,552,"Y",242,0,81,FALSE,"None",0,11,2007,TRUE,139000,TRUE,TRUE,FALSE,2,0
1276,90,"RL",95,11345,4,TRUE,"Corner",TRUE,"NAmes","Feedr","Duplex","2Story",5,5,1950,FALSE,"AsbShng","AsbShng","Stone",567,3,"CBlock",2,2,1,3,1,708,928,4,992,0,1920,4,2,7,1,400,"Y",0,0,0,FALSE,"None",0,7,2007,TRUE,137000,TRUE,FALSE,FALSE,2,0
1277,60,"RL",77.6569301844071,12936,3,TRUE,"Other",TRUE,"NWAmes","Norm","1Fam","2Story",6,6,1972,FALSE,"HdBoard","Plywood","None",0,3,"CBlock",2,3,1,4,1,130,723,3,660,0,1395,3,1,7,1,497,"Y",294,116,0,FALSE,"None",0,12,2009,TRUE,162000,TRUE,TRUE,FALSE,1,2
1278,80,"RL",82.5278613564894,17871,3,TRUE,"Other",TRUE,"NWAmes","Norm","1Fam","SLvl",6,5,1976,FALSE,"HdBoard","HdBoard","BrkFace",359,3,"CBlock",3,2,3,5,1,1152,1680,2,0,0,1724,3,1,7,2,480,"Y",0,0,0,FALSE,"None",0,6,2009,TRUE,197900,TRUE,TRUE,FALSE,2,1
1280,50,"C (all)",60,7500,4,TRUE,"Inside",TRUE,"IDOTRR","Norm","1Fam","1.5Fin",4,4,1950,FALSE,"MetalSd","MetalSd","None",0,4,"CBlock",2,2,1,1,1,698,698,3,430,0,1128,2,1,7,2,528,"Y",30,0,164,FALSE,"None",0,4,2010,FALSE,68400,TRUE,FALSE,FALSE,1,0
1281,20,"RL",67,9808,3,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",7,5,2002,FALSE,"VinylSd","VinylSd","BrkFace",110,3,"PConc",3,2,1,6,1,785,1573,5,0,0,1573,3,1,7,2,544,"Y",0,72,0,FALSE,"None",0,3,2009,TRUE,227000,TRUE,FALSE,FALSE,3,0
1282,20,"RL",50,8049,3,TRUE,"Other",TRUE,"Timber","Norm","1Fam","1Story",7,5,1990,TRUE,"HdBoard","HdBoard","BrkFace",54,3,"CBlock",3,2,1,5,1,256,1309,3,0,0,1339,2,1,7,3,484,"Y",0,58,0,FALSE,"None",0,7,2006,TRUE,180000,TRUE,TRUE,FALSE,3,0
1283,20,"RL",61,8800,3,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",5,7,2008,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",3,2,2,2,3,364,1040,3,0,0,1040,3,1,7,1,484,"Y",0,0,0,FALSE,"None",0,9,2009,TRUE,150500,TRUE,FALSE,FALSE,2,0
1284,90,"RL",94,9400,4,FALSE,"Corner",TRUE,"Mitchel","Norm","Duplex","2Story",6,5,1971,TRUE,"MetalSd","Wd Shng","None",0,3,"CBlock",2,2,3,1,1,912,912,3,912,0,1824,4,2,7,0,0,"Y",128,0,0,FALSE,"None",0,4,2010,TRUE,139000,FALSE,FALSE,FALSE,2,2
1285,50,"RL",50,9638,4,TRUE,"Inside",TRUE,"SWISU","Feedr","1Fam","1.5Fin",6,7,1990,FALSE,"Wd Sdng","Wd Shng","None",0,3,"PConc",2,2,1,1,1,804,804,5,748,0,2447,4,1,5,1,336,"Y",272,0,42,FALSE,"None",0,3,2010,TRUE,169000,TRUE,TRUE,FALSE,2,0
